Date,Source,Brand,Product Name,RRP,Selling Price
1/9/2019,Fortress,NOKIA,NOKIA 8.1 (64GB),2798,2498
1/9/2019,Fortress,NOKIA,NOKIA 8110 4G,698,698
1/9/2019,Fortress,MI,MI 9T PRO (256GB),3599,3599
1/9/2019,Fortress,MI,MI 9T (128GB),2499,2499
1/9/2019,Fortress,MI,MI A3 (128GB),1799,1799
1/9/2019,Fortress,SUGAR,SUGAR C11,1898,1139
1/9/2019,Fortress,SUGAR,SUGAR C11S,1498,899
1/9/2019,Fortress,SUGAR,SUGAR F9 (64GB),2098,1259
1/9/2019,Fortress,LG,LG G7 FIT (64GB),2998,1999
1/9/2019,Fortress,SAMSUNG,SAMSUNG A20 (32GB),1498,1398
1/9/2019,Fortress,SAMSUNG,SAMSUNG A40S (64GB),2198,2198
1/9/2019,Fortress,SAMSUNG,SAMSUNG A60 (128GB),2498,2298
1/9/2019,Fortress,SAMSUNG,SAMSUNG A7,2598,2498
1/9/2019,Fortress,SAMSUNG,SAMSUNG A70 (6GB),3098,2798
1/9/2019,Fortress,SAMSUNG,SAMSUNG A70 (8GB),3498,3298
1/9/2019,Fortress,SAMSUNG,SAMSUNG A8 STAR,3698,2498
1/9/2019,Fortress,SAMSUNG,SAMSUNG A80 (128GB),4798,4298
1/9/2019,Fortress,SAMSUNG,SAMSUNG A8S (128GB),3298,2898
1/9/2019,Fortress,SAMSUNG,SAMSUNG A9 (128GB),3598,3598
1/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 10+ (256GB),7998,7998
1/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 10+ (512GB),8998,8998
1/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 10 (256GB),6998,6998
1/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 9 (128GB),7698,5998
1/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 9 (512GB),9798,7398
1/9/2019,Fortress,SAMSUNG,SAMSUNG S10+ (1TB),11998,11998
1/9/2019,Fortress,SAMSUNG,SAMSUNG S10+ (512GB),8998,7698
1/9/2019,Fortress,SAMSUNG,SAMSUNG S10+ (128GB),6998,6098
1/9/2019,Fortress,SAMSUNG,SAMSUNG S10 (128GB),5998,5298
1/9/2019,Fortress,SAMSUNG,SAMSUNG S10 (512GB),7998,6698
1/9/2019,Fortress,SAMSUNG,SAMSUNG S10E (128GB),5298,4698
1/9/2019,Fortress,LOVE LEADER,LOVE LEADER HK602,498,498
1/9/2019,Fortress,APPLE,APPLE IPHONE 7 PLUS (32GB),3799,3799
1/9/2019,Fortress,APPLE,APPLE IPHONE XR (64GB),5199,5199
1/9/2019,Fortress,APPLE,APPLE IPHONE XR (128GB),5699,5699
1/9/2019,Fortress,APPLE,APPLE IPHONE XR (256GB),6499,6499
1/9/2019,Fortress,APPLE,APPLE IPHONE XS MAX (64GB),8599,8599
1/9/2019,Fortress,APPLE,APPLE IPHONE XS MAX (256GB),9899,9899
1/9/2019,Fortress,APPLE,APPLE IPHONE XS MAX (512GB),11599,11599
1/9/2019,Fortress,APPLE,APPLE IPHONE XS (64GB),7799,7799
1/9/2019,Fortress,APPLE,APPLE IPHONE XS (256GB),9099,9099
1/9/2019,Fortress,APPLE,APPLE IPHONE XS (512GB),10799,10799
1/9/2019,Fortress,LOVE LEADER,LOVE LEADER J318,398,398
1/9/2019,Fortress,HUAWEI,HUAWEI MATE 20 RS PORSCHE DESIGN (256GB),12888,12888
1/9/2019,Fortress,HUAWEI,HUAWEI MATE 20 (128GB),4688,4188
1/9/2019,Fortress,HUAWEI,HUAWEI MATE 20X (128GB),5488,4988
1/9/2019,Fortress,MI,MI 9 (128GB),3699,3599
1/9/2019,Fortress,VIVO,VIVO NEX DUAL DISPLAY EDITION,5398,4398
1/9/2019,Fortress,NOKIA,NOKIA 7 PLUS (64GB),3288,2588
1/9/2019,Fortress,NOKIA,NOKIA 9 PUREVIEW (128GB),4988,4488
1/9/2019,Fortress,REDMI,REDMI NOTE SEVEN (128GB),1699,1599
1/9/2019,Fortress,HUAWEI,HUAWEI NOVA 3 (128GB),3588,2499
1/9/2019,Fortress,HUAWEI,HUAWEI NOVA 3I (128GB),2288,2288
1/9/2019,Fortress,HUAWEI,HUAWEI NOVA 4 (128GB),2988,2588
1/9/2019,Fortress,HUAWEI,HUAWEI P20 LITE (64GB),2188,1888
